Measurement Name :,20191029-RUN1_31,,Generated On :,"29/10/2019, 18:01:04",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
29.10.19 17:56:49,"52,88",134.59,166.76,120.39,189.88,145.03,156.71,182.16,155.66,137.12,145.55,104.84,200.79,154.62,134.09,148.12,203.91,163.3,152.53,189.88,194.89,187.66,170.23,174.27,196.01,,31,965,34,31.22,
29.10.19 17:57:05,"53,15",134.34,166.76,119.9,189.32,145.29,156.97,181.61,155.4,137.12,145.03,104.37,200.79,154.62,133.84,148.64,204.48,163.04,152.01,189.6,195.17,187.11,169.97,174.27,196.29,,31,965,34,31.21,
29.10.19 17:57:20,"53,4",133.33,165.96,119.4,189.6,144.01,156.45,181.34,154.88,136.36,144.78,104.13,199.38,154.36,133.84,147.87,204.2,162.24,151.49,189.32,194.33,187.11,169.43,173.73,195.73,,31,965,34,31.22,
29.10.19 17:57:35,"53,65",133.84,166.76,119.65,189.88,144.52,156.97,181.07,155.14,136.87,144.78,103.17,200.79,153.83,133.08,147.61,204.76,163.04,152.01,189.6,195.17,187.66,169.43,173.46,195.45,,31,965,34,31.19,
29.10.19 17:57:50,"53,9",133.33,166.49,119.4,189.32,144.01,156.45,181.34,155.14,136.62,143.75,102.93,199.95,153.31,132.58,147.35,204.2,161.98,151.23,189.6,194.89,187.11,169.16,173.19,196.01,,31,965,34,31.21,
29.10.19 17:58:05,"54,15",133.59,166.49,118.91,189.04,144.26,156.71,180.79,154.88,136.62,144.01,102.45,200.79,153.57,132.58,146.58,204.48,161.98,150.97,189.6,195.45,187.94,169.16,173.73,195.73,,31,965,34,31.19,
29.10.19 17:58:21,"54,42",133.33,166.49,118.18,189.32,143.75,155.92,180.52,154.62,136.11,143.49,102.21,200.51,153.05,131.32,146.58,203.91,161.98,150.71,189.04,195.17,186.83,169.16,172.65,196.01,,31,965,34,31.19,
29.10.19 17:58:36,"54,67",132.33,165.69,118.18,188.21,141.96,155.66,180.25,154.36,135.86,143.24,101.02,199.67,152.27,131.32,146.58,203.91,161.18,150.19,188.77,194.61,186.83,167.83,172.38,195.45,,31,965,34,31.18,
29.10.19 17:58:51,"54,92",131.57,164.89,118.18,187.11,141.96,154.62,179.7,154.09,135.1,142.47,100.07,199.38,150.45,130.32,145.29,203.34,161.18,149.42,187.94,194.33,186.28,168.36,171.31,195.45,,31,965,34,31.18,
29.10.19 17:59:07,"55,18",131.83,165.43,118.18,188.21,142.21,155.14,179.7,153.83,135.6,142.73,100.07,200.23,151.49,131.07,145.8,203.91,160.92,149.42,188.21,194.89,187.38,168.63,171.85,196.01,,31,965,34,31.18,
29.10.19 17:59:22,"55,43",131.57,165.16,118.42,187.38,142.21,154.36,179.97,154.09,135.1,142.21,99.36,199.1,150.97,130.32,145.55,203.63,160.13,147.87,188.49,194.61,187.11,168.09,171.31,195.45,,31,965,34,31.18,
29.10.19 17:59:37,"55,68",130.82,164.89,117.93,187.94,141.45,154.09,179.97,153.57,135.6,141.96,99.36,199.95,150.45,129.57,145.03,203.91,160.39,146.32,188.21,194.89,186.56,167.83,171.04,195.45,,31,965,34,31.18,
29.10.19 17:59:52,"55,93",130.57,164.63,117.93,187.38,141.7,153.05,179.7,153.31,134.85,141.45,98.65,199.95,150.19,129.32,144.52,203.06,159.86,145.03,187.66,194.89,186.56,167.29,170.5,195.17,,31,965,34,31.16,
29.10.19 18:00:07,"56,18",130.07,164.89,117.93,187.11,141.19,153.31,179.7,152.79,134.59,140.94,98.17,199.67,149.68,128.82,143.24,203.63,159.6,143.75,187.94,194.61,186.56,167.02,170.77,195.73,,31,965,34,31.15,
